,reviews,star,date
10,"Quando chegou fiquei com um pouco de receio porque meu notebook tem 19 polegadas e é bem pesado, mas ele me atendeu muito bem. O computador fica estável e realmente melhorou a ergonomia para meu trabalho e estudo. Notei que às vezes uma parte dos ganchos fica um pouco mais alta que a outra, mas por sorte não muda nada na posição do computador, então pra mim não é algo relevante para desabonar o produto (na minha opinião).Vale a compra.","5,0",19 de novembro de 2021
11,VideoPlayeris loading.,"5,0",22 de abril de 2021
12,"O produto é totalmente regulável, ficando ao gosto do usuário em que altura usar.Como o teclado do notebook fica alto e dificulta escrever/teclar, peguei um teclado e mouse sem fio (que estava parado há tempo) para facilitar na escrita e indicação do cursor/mouse, o local onde quero que este fique.Sugiro o produto, o vendedor e o site Amazon.","5,0",28 de fevereiro de 2020
13,"Positivos: ótimo ajuste de altura, hastes apresentam capacidade para suportar notebooks pesados.Negativos: leva alguns minutos até achar o nivelamento ideal. Então se vc é uma pessoa ""chata"" que gosta de perfeição, tenha em mente que achar a posição ideal que dê estabilidade ao notebook pode tomar alguns minutos do seu tempo.Sugestão: ao invés de dobrar e guardar toda vez após o uso, tente deixar o suporte já montado. Assim, perde-se menos tempo ajustando a altura.","4,0",2 de novembro de 2020
14,"Quando comprei fiquei com medo de vir torto, devido a algumas avaliações, mas o meu veio em perfeito estado, super bem embalado.O suporte é bem pesado, de ferro, estável, bem bonito e simples. Demorei um pouco para entender como desdobrava porque não vem manual mas com cuidado consegui. Meu medo era forçar e entortar de algum modo kkkNo mais, o ajuste das alturas é fácil, basta subir ou descer as duas barrinhas que o notebook fica em cima. A parte de silicone que “segura” o notebook também se move para melhor ajuste.Gostei bastante.Quanto a melhora da questão do aquecimento do notebook, não posso avaliar ainda, mas o fato so notebook não estar em contato com a mesa ajuda com a circulação de ar, com toda certeza.E a entrega foi SUPER rápida, como sempre na Amazon.","5,0",16 de abril de 2021
15,"Cumpre bem o seu propósito. Desde que comecei a usar a ventoinha dos notebooks que uso nele ficaram menos estressadas, e a postura corporal á melhorou com seu uso também. No entanto, a estabilidade deixa a desejar às vezes. Para o notebook que uso para trabalho, que tem 14 polegadas de tela e é bem leve e fino o suporte aguenta bem, mas fica meio frouxo quando mexo sem querer. Já meu notebook pessoal, que é maior e mais pesado, com 15,6 polegadas de tela, o suporte parece um pouco pequeno demais.No fim, não recomendaria para notebooks muito grandes, pesados e mais grossos. Já para ultrafinos e tablets serve muito bem, além de ser bem fácil transportar, já que ele é todo dobrável. Ah, e pelo preço acho que o material das alças que seguram o notebook poderia ser de maior qualidade. Tenho receio quando a durabilidade daquele material de silicone.","4,0",26 de dezembro de 2021
16,"Assim que comecei a trabalhar em Home Office, percebi que não apenas bastava um computador, um lugar para apoiá-lo e uma cadeira da mesa da cozinha para se manter por horas trabalhando e digitando. É preciso investir em conforto, praticidade e ergonomia pois, além de ajudar na produtividade, também é uma forma de prevenir prejuízos para sua saúde a médio e longo prazo.Uma das primeiras compras nesse sentido foi esse suporte para Notebook. Por se tratar de um modelo visando o Custo-Benefício, ele não possui tantas opções e recursos como tantas outras opções melhores no mercado, porém, além de ser prático e movél o suficiente para ajustar o Notebook na melhor posição para sua visão, o material é de qualidade, reduz bastante o espaço ocupado na mesa e ainda conta com suportes de silicone que impedem que o notebook seja fechado bruscamente.Para quem quer investir em produtos de qualidade para home office, mas sem afetar demais o bolso, esse suporte é uma ótima pedida.","4,0",8 de setembro de 2021
17,"É um suporte muito bom, mas para quem for comprar, fique atento na questão de que se for uma pessoa que esbarra os objetos com facilidade, você empurrando o notebook para o lado (direito ou esquerdo) escorrega fácil para fora do suporte. Mas em questão de cair para frente, não cai porque tem encaixe curvilínea.  Então, sugiro que use o suporte no meio de uma mesa por exemplo. Fora isso, é um material bom que segura o notebook. Tem um silicone que, segundo vídeo, segura o notebook, mas não vejo isso. Pra mim, só estão lá de decoração mesmo, porque é um silicone mole. É fácil de dobrar sim, mas caso tenha dificuldade em saber como abre como eu tive, pesquisa no YouTube ""up tablet"".","4,0",20 de outubro de 2020
18,"O produto é ótimo no quesito de cumprir com o prometido, mas vale aqui destacar que o mesmo não vem com nenhum manual, o que no início pode ser complicado. Não é coisa de outro mundo arrumar o equipamento, mas seria interessante que ele tivesse um manual. Com toda certeza, isso facilitaria o primeiro dia de uso e montagem do equipamento. É impossível não notar que ele fica meio torto, mesmo tentando de diversas formas deixá-lo proporcionalmente um lado na mesma medida que o outro. (Mais uma vez o manual para acompanhamento nessa parte ajudaria). Não sei se é um problema de fábrica, mas é estranho ver que os lados não estão proporcionais.","4,0",3 de julho de 2021
19,"Envio dentro do combinado, até antes do que tinha programado, presente para ""dona da pensão"" ;).  Suporte bom, robusto, que aguenta notebook até mais ""espesso"" (não esse ultra fino). Não escorrega o note, mesmo numa posição mais vertical, tem limitador de silicone para evitar que o gadget vá para frente ao contrário de outros suportes, é bem acabado a pintura, e diâmetro do ""ferro"" dá a sensação e confiança que não ira cair com o peso, sua estabilidade é muito boa contrariando minha primeira impressão, só deve-se tomar certo cuidado para montá-lo pois as borrachas são novas, estão firmes, assegure que a altura de ambos os ""pés"" estejam alinhados, para não ficar ""bambo"" antes de apoiar com o gadget... excelente valeu experimentar! Por ser novo, esta um pouco duro para regular a altura, e estabilizar na mesa, as borrachas protegem a mesa de vidro, mas todo cuidado é pouco, é fato que um gadget neste suporte não é tão estável qto deixá-lo na mesa, pela mudança do CG (e de se esperar), numa superfície plana, dai o cuidado de não ficar mexendo sempre!! GOSTEI ! CUMPRE O proposto, não seria o mais barato qdo realizei a compra, para por ser ""prime"" e ""garantido"" pela amazon, valeu a pena... agora é so usar e ver a durabilidade, que isso não da para prever só usando!!","4,0",30 de dezembro de 2021
20,"O material é resistente, com design arrojado, leve, e ocupa pouco espaço. Acompanha duas borrachas, uma em cada haste que auxiliam no suporte e estabilidade na parte frontal do Notebook, além disso, os pés de apoio são calçados com plástico, evitando atrito ou arranhões na superfície. No quesito ergonomia o produto peca em alguns pontos, pois não possui nenhum manual impresso, ensinando a regular as hastes, altura, etc (o que dificulta bastante no início, até você entender o mecanismo).","4,0",14 de julho de 2020
21,"Não tem muito o que falar, é um suporte que cumpre bem o seu papel.Fiquei com receio após ler o comentário de uma usuária que reclamou que o seu veio empenado, porém o meu é bem reto. Como os ferros são grossinhos e firmes acredito que só vindo com defeito de fabrica.No começo achei meio confuso a forma de usar, mas a marca possui um canal no YouTube que ensina a regular da maneira adequada.Por fim, é um produto que aparenta não ter fim se usado da maneira correta.","5,0",16 de fevereiro de 2022
22,"Comprei este suporte porque estava sentindo dores no pescoço por trabalhar muitas horas no notebook todos os dias. Vi que era bem avaliado e comprei torcendo para que fosse bom mesmo :)E posso dizer com certeza que ele é ÓTIMO! Meu notebook é um acer de 15.6 e pesa quase 2.5kg. Mas o suporte é em ferro e suporta muito bem os notebooks pesados. Gostei também porque ele levantou muito a altura da minha tela. Ficou show. A entrega foi a jato e, no momento, estou esperando meu teclado da Dell chegar para completar o kit. Por enquanto, estou escrevendo mo teclado inclinado mesmo. Não é o ideal, mas funciona enquanto a entrega do teclado não ocorre.Se vc estiver em dúvida entre outro modelo e este, vai por mim... Compra este!","5,0",9 de abril de 2021
23,"Item que tinha um certo receio antes de comprar, mas que não me arrependi. Vale muito a pena, pois torna o trabalho e o estudo mais confortáveis. A melhor forma é usar junto com um monitor e um kit de teclado e mouse. O único problema que encontrei é que veio um pouco torto, que consegui endireitar com um pouco de força. Suporta bem um note antigo e pesado, ficando bem fixo e numa altura confortável (tem uma pequena margem de ajuste de altura). No mais, vale muito a pena pelo preço.","5,0",2 de fevereiro de 2022
24,"O suporte tem uma regulagem bem fixa e demora um pouco a ajustar sobre o notebook, mas depois que encaixa e você entende o ângulo de equilíbrio entre os dois, funciona perfeitamente.Tem um acabamento liso e brilhante, possui borrachas para apoio da base na superfície e também do notebook sobre o mesmo.Ótimo custo/benefício!","4,0",29 de fevereiro de 2020
25,"Não há muito o que dizer, é um bom produto, simples, com quase tudo perfeito. Apenas uma das peças da junção que é por pressão, sem parafusos de ajuste, veio um pouco frouxa. Isso faz com que escorregue um pouco, deixando um dos lados pendentes. É uma pena. Não vou devolver, dá para o gasto, mas falta pouco para ser perfeito. É leve, no geral bem acabado. Esta junção que não tem como apertarmos manualmente, faz o conjunto perder em estabilidade. 3 a 4 estrelas é o máximo.","4,0",24 de junho de 2021
26,"Considerando a relação custo-benefício, o produto atendeu bem às minhas expectativas! Ele cumpre bem o ato de deixar o notebook ou tablet na altura dos olhos, assim como evitar o superaquecimento dos equipamentos! Por outro lado, acredito que para a rotina de uso intenso do mesmo, seja necessário utilizar um teclado extra, a fim de evitar incômodos nos punhos e mãos.","5,0",30 de maio de 2020
27,"O produto é simples, mas bem construído. A embalagem também emite confiança. Nela vem apenas o suporte sem plástico envolta ou manual (precisaria de mais algo?). Gostei da segurança na resistência que o material das hastes transmite e, mesmo assim, a leveza do suporte. O que me deixou um pouco preocupado na praticidade é o tempo que leva para ajustar perfeitamente o suporte para este fique com as pernas no nível. Ao pôr o notebook no suporte, ele não fica tão firme, mas acredito que seja o esperado para um suporte mais portátil. Mesmo assim, há uma pecinha de silicone em cada haste para ajudar o notebook a não deslizar para os lados. Ainda assim, no geral, gostei bastante do suporte. Ele é simples e bonito. Com ele, usar o notebook será mais confortável quando somado a um teclado e mouse externo.","5,0",2 de junho de 2021
28,"Produto de fácil transporte, tendo em vista que reduz significativamente seu volume quando desmontado. A altura do monitor fica ideal. Além disso, seu peso é relativamente baixo também. Caso queira um suporte dobrável mais compacto, terá de desembolsar uma quantia extra naqueles suportes de aluminio vendido por aqui ou em sites chineses.Em resumo, o produto tem uma boa relação custo x benefício. Recomendo.","5,0",24 de setembro de 2021
29,"Pesquisei muito antes de escolher qual suporte iria comprar, e meu único receio em relação ao suporte da OCTTO era alguns comentários sobre a estabilidade do produto. Ao chegar, vi que ele não estava nivelado com a superfície, o que deixaria o notebook ""bambeando"", porém, com uma pesquisa rápida no youtube achei o próprio canal da marca e lá eles ensinam direitinho como regulá-lo, foi fácil e ele ficou totalmente nivelado. Por fim, é um produto com ótima qualidade e que vale o preço cobrado.","5,0",17 de agosto de 2021
30,"Tenha em mente antes de comprar que esse suporte é um pouco difícil de ajustar. Ele vem dobrado, e se você quiser transportar pra lá e pra cá, vai precisar dobrar e desdobrar toda vez. O problema disso é que ele é realmente um pouco torto, como várias pessoas já destacaram aqui; você demora um tempo até achar o ajuste certo, e mesmo assim ele não fica 100% simétrico (parece que um pé é mais alto que o outro), e não recomendo usar ""força bruta"" pra arrumar porque tem pecinhas de plástico que você pode danificar.Fora isso, o produto é ótimo. É bem estável (eu digito no teclado do notebook e mesmo assim ele fica paradinho) e tem as borrachinhas embaixo, então não desliza na mesa. Meu notebook é dos maiores, e fica certinho em cima, é só você centralizar bem. Na parte em que o notebook se apoia tem 2 suportezinhos de silicone que são ajustáveis e ajudam a manter tudo no lugar.Ahh e COM CERTEZA ajuda a manter a postura (mas não faz milagre, é óbvio que você pode mesmo assim se inclinar pra frente e ficar torto). Testei por uma semana e vi bastante diferença! E, por fim, você provavelmente vai precisar de mouse, mousepad e teclado separados, porque no suporte fica um pouco difícil de usar os do notebook. Enfim, recomendo; se você está trabalhando ou estudando em casa, essa é uma boa aquisição por um preço ok.","4,0",16 de março de 2021
31,"Estou usando há alguns dias e parece bem firme. É bem construído, poucas peças móveis, não desmanchou assim que chegou como aconteceu com o da Reliza. É preciso um pouco de jeito e paciência para ajustar os dois lados, mas depois que isso é feito o notebook não oscila. O ideal é ter um teclado separado para respeitar a ergonomia.","5,0",8 de junho de 2021
32,"Suporte cumpre o que promete, não tem refrigeração, mas só o fato de tirar o notebook da superfície da mesa, ajuda bastante. Ele é bem seguro, tem as borrachinhas para não arranhar. Porém, um contra dele, é a instabilidade nas laterais, o notebook fica solto, então se você vai encaixar alguma coisa nas portas usb do notebook, tem que segurar ele do outro lado, se não ele desliza e desliza muito facilmente. Outro detalhe é que ele fica muito alto, então com certeza irá precisar de um teclado. As pernas dele passam a impressão de tortas, mas é assim mesmo, você tem que encontrar a posição dele ficar certinho, deixar as duas pernas na mesma altura. Enfim, recomendo se tiver um preço bom, um valor mais elevado, talvez uma mesa com refrigeração valha mais a pena, não consegui regular a altura muito bem nesse aqui. Ah, outro detalhe importante, ele consome muito espaço da mesa, então se sua mesa tem menos de 50 cm de largura, esqueça, não vai ter espaço para o teclado.","4,0",3 de julho de 2020
33,"Produto de excelência para quem deseja ergonomia, pois realmente contribui para melhorar a postura corporal durante o uso do notebook e a manter uma adequada distância dos olhos para tela, além de ter ótimo ajuste de altura. Ademais, tem se mostrado resistente e é bastante discreto. Há um leve desnível, mas com pequenos ajustes diários, durante a prática no uso, ficou bem estável. Comprei sem muitas expectativas, achei que fosse frágil pela aparência, mas me surpreendeu de forma muito positiva, compraria novamente sem qualquer dúvida e vou indicar a familiares e amigos. Para mim, valeu cada centavo.","5,0",17 de julho de 2021
34,"Tive medo de comprar por alguns comentários, mas é sim um bom suporte! De começo fiquei confusa e tive problema por perna estar desnivelada, mas descobri que isso não é problema do suporte. Nele é possível girar mais de duas partes, sendo assim, pode ocorrer de você deixar um lado mais virado que o outro, ocasionando nesse desnivelamento, basta olhar direitinho que fica nivelado sem problemas!Não é tão intuitivo, mas é só olhar bem e ir mexendo que você consegue entender e arrumar do seu jeito. Na hora de arrumar a altura, um dos lados estava meio duro e levei um tempo pra conseguir puxar, mas nada que tenha interferido.Design sutil e serve ao que propõe em um preço ótimo, recomendo.","5,0",21 de abril de 2021
35,"O produto atende uma necessidade básica de o computador ficar mais elevado. Ele encaixou bem no meu MacBook Air de 13''.É um produto simples, que talvez não atenda consumidores muito exigentes. Para minha necessidade atendeu bem. Às vezes tenho que mexer um pouco até ajustar para ficar estável a posição. Para escrever com ele levantado é um pouco incomodo, pois uso o teclado do próprio computador. Porém não me arrependo de ter comprado.","4,0",2 de outubro de 2020
36,"Uso tem pouco mais de 2 meses. Parece só um pedaço de ferro pintado mas quando montado e com o notebook apoiado fica muito bonito de se ver, algo moderno. Possui uma boa estabilidade, com borrachinhas para manter o notebook seguro no suporte (borrachinhas essas que com o tempo podem acabar ficando folgadas). O único ponto negativo são as pernas serem meio irregulares, precisando de uma precisão por parte do usuário para que fiquem bem apoiadas, isso se ele conseguir tal feito pois esses tipos de suportes disponíveis hoje no mercado é quase que padrão ficarem tortos, algo que pode lhe incomodar se você vai usar a tela do notebook como tela principal. Falando em habilidades do usuário, se você é um viajante talvez seja incômodo ter de montá-las toda vez justamente por ser algo menos padronizado que é só abrir e tá pronto pra uso,  vai ter de dobrá-lo, desdobrá-lo e acertar como ele vai ficar na superfície todas as vezes que for guardá-lo na mochila. Além disso, no meu caso, uma das pernas é removível e a outra não, não consigo saber se era pra ser removível ou não pois ao mesmo tempo que encaixa parece ter sido feita para ser colada alí. Tirando isso, não me arrependo da compra. Paguei 56 reais com frete grátis.","4,0",16 de junho de 2021
37,"Ao contrário do que tinha lido em alguns comentários antes da compra, o meu suporte é bem estável e permanece apoiado na superfície mesmo sem o notebook. Achei a sustentação muito boa e apesar de ser um pouquinho difícil regular a altura, ter essa opção facilita bastante! Consigo adequar a posição e altura do notebook em diferentes situações. Acho que se pegar o jeito é bem fácil de manusear.As presilhas em silicone não fixam muito no notebook e acredito que não influencia na estabilidade e segurança, o suporte já consegue atender isso sem a necessidade dessas presilhas. De qualquer forma, isso seria um ponto a melhorar... Mas, para mim, não está fazendo grande diferença e consigo utilizar normalmente.O produto veio bem embalado, não veio ""torto"" e de acordo com a descrição. Estou satisfeita e recomendo!","5,0",24 de abril de 2021
38,"Bom vamos lá, a respeito da Base é uma ótima base para por um notebook com pequeno porte e ela aguenta dboa Notebook de até 15.6p não indicaria para maior que isso. A respeito da ergonomia é excelente me ajudou bastante a ter uma melhor visão e ângulo de visão, usa flexibilidade não é das melhores mas serve para o proposito e a estabilidade é boa.Único ponto negativo ao meu ver é que para notebook nessa faixa de 15.6 ou maiores que pessoas usam para jogar ou coisas do tipo a forma que precisamos abrir é péssima, pós precisamos levantar o notebook para frente depois abrir com outra mão e assim depois estabilizar da melhor forma isso é péssimo nesse quesito, onde tem bases com apoiadores simples onde você coloca o notebook em cima e depois sobe ou desce eles para estabilizar oque ajuda muito, mas isso é o único ponto ruim que achei para essa base simples nessa faixa de preço de 40 a no máximo 50 reais.obs>ela ajuda na refrigeração. Recomendo - Brav.","4,0",19 de dezembro de 2021
39,"Esse modelo é comum nao ser 100% estável, não possuir várias alturas o que implica diretamente no quesito ergonômico e por ser de ferro, nao é tao facil de dobrar.Mas eu ja uso um desse modelo ha alguns anos e esse comprei para a minha mae usar no trabalho, no inicio ela teve um pouco de dificuldade por ele nao ser 100% estavel e etc, mas ele atende ao propósito. Possui um bom custo benefício, atende a finalidade, nao permite que o notebook fique abafado, o que não deixa que ele esquente mesmo com uso diário.Durabilidade dele é alta, ja que nao possui nenhum artifício que seja facil de quebrar!Quando comprei, paguei algo em torno de 50 a 60 reais!Eu indico o produto! Para mim, vale a pena e atende as minhas necessidades.","5,0",8 de março de 2021
40,"Em linhas gerais o produto cumpri bastante o que promete, além de posicionar em um altura ideal para ereção de sua coluna, ele ainda permite uma circulação de ar bem grande. Sem falar que, como o produto está suspenso caso vc derrube algum líquido na mesa não vai molhar o seu notebook.Só não dou 5 estrelas por conta da produção do produto, achei que veio com muita rebarba e a borracha de silicone veio um pouco empenada. Além disso os eixos de rotações das duas astes vieram frouxos e talvez se meu notebook não fosse pesado não teria uma boa estabilização.No geral eu recomendo fortemente a compra desse produto, muito minimalista, simple e versátil, só acho que poderia está na faixa de 30 reais para baixo, pois 50 reais em um produto assim é sacanagem. Qualquer empresa chinesa que pegar para construir uma estrutura dessa cobrará uns 20 reais nó máximo  na venda. Acho que o preço tá mais na ideia do produto e na oferta e procura do mercado do que nos gastos da produção em si.","4,0",3 de novembro de 2020
41,"Pontos Positivos: Ótimo produto, ideal para ergonomia do notebook, melhorar postura e diminuir tensões no pescoço, ainda é possível encaixar um teclado por cima do notebook após fixado caso você use e  precise ficar tirando para ter espaço na mesa, borrachas antideslizantes, pintura fosca.-Pontos negativos: Basicamente é a montagem, a principio parece simples, porém é preciso ficar girando/dobrando/alongando/encurtando as pernas do suporte até que realmente alinhe o notebook, pode parecer bastante trabalhoso no começo, então se você precisar desmontar e montar toda vez vai precisar pegar o jeito do negócio, pode até parecer que veio com defeito (eu cheguei a medir as pernas de cada lado e estava tudo ok, eu que não estava sabendo alinhar).Conclsuão: vale a pena, saúde sempre em primeiro lugar, o único porém é a paciência para achar o alinhamento perfeito.","5,0",17 de maio de 2021
42,"Comprei um desses suportes, e logo no primeiro dia já coloquei o notebook como precisava pro trabalho. Não sabia muito bem como ""testar"" pra ver se estava tudo ok, mas agora que se passaram algumas semanas, fui alterar a posição do notebook pra que ele atinja a altura máxima que o suporte permite, e percebi que o suporte fica manco ou um dos lados não encosta todo na base do notebook. O notebook fica instável, e eu fico meio inseguro com medo de que ele caia com um pequeno esbarrão. Observei pra ver se há algum sinal de que o suporte esteja torto, mas com meu olhar de leigo ele parece estar normal. Agora o produto já passou da sua validade e eu não tenho mais opção de devolução/troca. Então eu recomendaria: teste bem o suporte enquanto vc ainda tem a validade dele. Fora isso, o produto é muito bom e fica muito mais confortável e ergonômico usá-lo!","4,0",2 de março de 2021
43,"Melhorou bastante a ergonomia.Alguns pontos importantes pra quem vai usar um destes: É muito útil principalmente se você tem um teclado e mouse externo para usar. Dependendo da posição que você regule, até dá pra usar o teclado do próprio notebook, só não é muito recomendado porque pode doer seus pulsos depois de um tempo (Ainda mais se tiver tendinite). Pra quem vai usar um segundo monitor, é perfeito! Penso que até uns 50-60 reais vale a compra. Produto durável, bem construído","5,0",15 de abril de 2021
44,"Equipamento compacto e leve. Ótimo pra quem quer mobilidade e costuma usar o notebook em diversos lugares. A pintura é um preto fosco de excelente qualidade e a regulagem de altura é boa pra quem quer usar o notebook com um teclado à parte. Já pra usar somente o notebook e digitar no proprio equipamento, a ergonomia não é das melhores nem mesmo no nível mais baixo, onde o equipamento fica com uma inclinação em torno dos 50° (mais ou menos 15 cm da base da mesa até o topo de um notebook de 14"", que é o meu caso) e incomoda um pouco após alguns minutos de digitação.O meu chegou com um problema de nivelamento que pode ter sido de fábrica ou transporte, e um dos pés não encosta na mesa, mas ao apoiar o notebook consigo usar perfeitamente sem nenhum problema.","4,0",12 de fevereiro de 2021
45,"Produto de qualidade, porém, os pés de apoio não são uniformes, o que deixa um lado sempre mais ""folgado"" que o outro e por isso, a falta de estabilidade que muitos informam. Onde trabalho, como a mesa é bem firme, bastou um papelzinho onde ficava mais folgado pra dar um jeito. Sendo assim, indico. Mas para quem mesa instável, ou que trepida muito, não aconselho.","4,0",20 de dezembro de 2021
46,"Foi a melhor solução que encontrei até hoje como suporte de notebook. É prática, versátil e muito portátil. o notebook fica bastante estável e a simplicidade da construção do suporte permite que o ar circule, evitando que o notebook esquente como antes. Recomendo! A única sugestão para o fabricante seria incluir uma parte emborrachada para não marcar onde o notebook fica apoiado, para evitar arranhar e deixar marcas no equipamento.","5,0",11 de janeiro de 2022
47,"Sou professor universitário e gamer na horas vagas e sinceramente o suporte é perfeito para mim.Uso o mesmo sem ter que colocar um teclado extra, não fica nenhum pouco desconfortável a digitação, visto que tem dias que passo horas digitando e escrevendo (aulas, artigos, provas etc).Além disso, para jogar, eu gostei bastante, embora eu prefira conectar um controle, pois já sou acostumado a jogar FPS em controle mesmo.E, para mim, o melhor é a portabilidade! Muito fácil de colocar na bolsa e de usar em qualquer ambiente, permitindo então uma posição agradável para os olhos.Recomendo! Paguei R$ 49,90.","5,0",26 de outubro de 2021
48,"O SUPORTE PARA NOTEBOOK É UM ÓTIMO PRODUTO, RECOMENDO PARA TODOS QUE DESEJAM UTILIZAR O SEU NOTEBOOK DE FORMA BEM ANATÔMICA E COM A POSTURA MAIS CONFORTÁVEL. ESTE PRODUTO AJUDA NA VENTILAÇÃO E RESFRIAMENTO DO NOTEBOOK, FÁCIL DE TRANSPORTAR E DE DESMONTAR E REMONTÁ-LO. TEM BORRACHAS QUE NÃO DERRAPAM O QUE DÁ MELHOR ESTABILIDADE SOBRE SUPERFÍCIES LISAS. É UMA ÓTIMA AQUISIÇÃO! ERGONOMIA PARA UM MELHOR DESENPENHOE PRODUTIVIDADE NO TRABALHO NESTES TEMPOS DE HOME-OFFICE!","5,0",22 de julho de 2021
